Player,Team,Batting_Level,Bowling_Level,Fielding_Level,Predicted_Role,Batter_Confidence,Bowler_Confidence,Fielder_Confidence,AllRounder_Confidence,Wicketkeeper_Confidence
Shrey Desai,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Aarth Kuyeskar,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Abhiram Nunna,Trophy Fighters,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Srikanth Pandem,Trophy Fighters,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sai Gokul,Vulcans CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Yash Patel,WEUnited CC,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Zuhaib Hassan,Windsor Lancers CC,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Bhupinder Singh Randhawa,Windsor Warriors,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sujoy Pal,Underdogs CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mohan Singh,FSC WINDSOR,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mubeen Skindar,Alpha XI,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Gurassis Singh,FSC WINDSOR,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Fahad Bhatti,Malik CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Arshy Sidhu,Punjab XI CC,2,2,3,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sridhar Nidumolu,Windsor Royals CC,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Abdullah Qureshi,Lasalle Lightning CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Yash Patel,WEUnited CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Enosh Kumar,Trophy Fighters,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Devender Singh,Windsor Lions 2,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Dev Patel,Gujarat Lions CC,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Kanwar Singh,Windsor Royals CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Prabh Buttar,Lasalle Lightning CC,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Maniraj Senthilnathan,Renegades CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Harish Dasu,Chatham CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Thaneshver Sidhu,Windsor Dominion CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Dhananjay Jangra,Windsor Warriors,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Anuj Vohra,Windsor Lancers CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ankit Padhiar,Gujarat Super Lions,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Irfan Ahmed,Optimist CC,2,3,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Manish Thiayagarajan,Mavericks CC,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Vivekkumar Patel,Super Chargers,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Narender Singh,Underdogs CC,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sandeep B,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Meer Ushter,Optimist CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sathish Pichika,Windsor Lancers CC,2,2,3,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Brahma Sai Kesari,Street Strikers,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Prithvi Akle,Optimist CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Fahimuddin Bai,Windsor Dominion CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Harmanjot Singh,FSC WINDSOR,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Viren Patel,Gujarat Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Harpreet M,Trophy Fighters,2,2,3,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sakeel Mohd,Windsor Warriors,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sai Bapiraju Penumatsa,Windsor Dominion CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Humza Malik,Windsor Dominion CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Utsav Barot,Windsor Lancers CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Rohith V,Super Chargers,2,2,3,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Lijin Joy Bethel,Chatham CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Vikram Gopi,Renegades X,2,3,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sahib Singh,Chatham CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Priyansh Mehta,Alpha XI,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Radin Mehrab,Malik CC,2,2,3,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Jerish Kumaran Anjan,Renegades X,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Gurvir Singh Grewal,Windsor Warriors,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Manan Thaker,Renegades X,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Raj Sourav,Alpha XI,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Haider Bhatti,Underdogs CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sai Sarath,Trophy Fighters,2,3,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Yash Tarpara,Gujarat Lions CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ganesh Konduru,Mavericks CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Brijal Patel,Underdogs CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ayush Rabari,St.Clair College,2,2,3,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Dileep Somasekharan,Chatham CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Prakash Bhullar,Underdogs CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Pavan Kalyan Vemuri,Windsor Dominion CC,2,2,3,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Devinder Cheema,FSC WINDSOR,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Haspreet Sidhu,FSC WINDSOR,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Amrit S,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ansh U,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Tauseef Ahmed,Alpha XI,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Suprith Jagannath,Renegades CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Anil Vadlamani,Super Chargers,2,3,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Nikhil Sannagiri,Mavericks CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Nisar Mohammed,Super Chargers,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Swami Sharma,Windsor Lions CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Meghansh Sai Reddy Bachangari,Windsor Lancers CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Amarjot Singh,Windsor Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Dhaval Bhrambhatt,Gujarat Super Lions,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Siril Kumar Reddy Kandula,Super Chargers,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mario Richards,Cavaliers CC of Windsor,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Naveed Ashraf,Alpha XI,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Raj Patel,Gujarat Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Premkumar Subramanian,Renegades X,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sadat Tanzim,Cavaliers CC of Windsor,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Jay Shah,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Upendra patike,Underdogs CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Gyan Singh,Windsor Lions CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Jaskirat Rehal,Cavaliers CC of Windsor,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Paras Paras,Gujarat Super Lions,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Vignesh Vaidiyanathan,Renegades CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sparsh Patel,Gujarat Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Parshant Goswami,FSC WINDSOR,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Naveen Chugh,Malik CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Gurdeep Boparai,Windsor Tigers CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Gurpreet Brar,Windsor Tigers CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Abhi Optimist,Optimist CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Deepak Chakravarthy Mayandi Ravi,Windsor Lancers CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Henock Thadevus,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Lovepreet Singh,Optimist CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Manpreet Singh,Chatham CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Hardik Patel,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sameer Noman,Windsor Lions CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Shrey Vyas,Trophy Fighters,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Abdur Rehman Raja,Lasalle Lightning CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Chaitanya Swaroop Matta,Super Chargers,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Vishnu Talasani,Windsor Royals CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Smith Rana,EOCC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Jay Dubey,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Bhanu Vakati,Windsor Warriors,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Prudhvi S,Street Strikers,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Murali Raju,EOCC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Baljinder Sandhu,Windsor Lions 2,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Rajinderpal Singh,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Dhruvil Dobariya,Alpha XI,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mihir Soni,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Rudra Patel,Chatham CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ravneet Singh,Windsor Lions 2,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Kamaljit Singh,Punjab XI CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Miraj Modi,Gujarat Lions CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Krishna Baktarwala,Vulcans CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ravi Upadhyay,Underdogs CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Waqar Shabbir,Lasalle Lightning CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Vedith Shetty,Vulcans CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Kishor Kesav,Cavaliers CC of Windsor,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sakeel Mohammed,Windsor Warriors,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Paras P,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mohil Prajapati,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sunny Katana,Punjab XI CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Harmeet Dhaliwal,Windsor Tigers CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Shivpal Rana,Underdogs CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sandeep Manukonda,Windsor Tigers CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Simran Singh,Punjab XI CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Manjot Lamba,Vulcans CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Kishore Kesavv,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Syed Adnan Sajid,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mounik B,Street Strikers,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Vikrant A,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Vibrant B,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Asif Muzaffar,Optimist CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Majid Usman,Windsor Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Jay Modi,Underdogs CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Rishi Pulijala,Vulcans CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ifitkhar Cheema,Optimist CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Lovepreet Kumar,Malik CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Daniel Waldron,Cavaliers CC of Windsor,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Rahul Domai,Gujarat Super Lions,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Muhammad Awais Khan,Malik CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mohammad Asfar Shaikh,Windsor Royals CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Jean Emmanuel,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Austin Thomas,Underdogs CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Kudzy Matare,Cavaliers CC of Windsor,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Abhishek Kumar,Underdogs CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Dwayne Francis,Cavaliers CC of Windsor,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mustafa Daimerkisha,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Dinesh Choudhary,Windsor Warriors,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Jayasurya Pavan,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sam Dsouza,Vulcans CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sujith Dubbaka,Chatham CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ajal George,St.Clair College,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Aditya Rana,Windsor Lions 2,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Kaushiv Sharma,Windsor Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Gurbunder Randhawa,Windsor Lions 2,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Gurbinder Randhawa,Windsor Lions 2,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Karan Baba,Windsor Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ansh Patel,Windsor Warriors,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ashwanth Kumar Kathiravan,Windsor Lancers CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sukhwinder Singh,St.Clair College,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Shiraz Shah,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Harsha B,Street Strikers,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mahesh Mohan,Chatham CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Nikhilesh Bejugam,Mavericks CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Anwar Shahid,Alpha XI,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Farhan .,Windsor Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Aryan Kohli,Gujarat Super Lions,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ahmad Ali Khuhro,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Karan Handa,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Daljit Rall,Windsor Lions 2,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Joshua Makwana,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sagar Parmar,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Miguel Barnett,Cavaliers CC of Windsor,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Parth Chapla,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Navi Sharma,FSC WINDSOR,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Oluwatayo Ogunkola,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Yashkaran Thakkar,Windsor Lions CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mohamad Kaif,EOCC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Pranjal Gupta,Underdogs CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Fahim Khan,Optimist CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Aksh Patel,Windsor Dominion CC,1,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Faisal Bhatti,Optimist CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Srinivas Pedduri,Renegades X,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Faizan Ali,Alpha XI,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ishan Desai,Lasalle Lightning CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Suresh P,Renegades X,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mandeep Singh,EOCC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Ahmed Anwer,Lasalle Lightning CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Harsh Patel,Windsor Dominion CC,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Sahil Vichari,Vulcans CC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Mandeep S,EOCC,2,2,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Hatim Bhatti,Alpha XI,2,2,1,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
Richik Gangopadhyay,Windsor Lancers CC,2,1,2,Bowler,0.0015753232,0.0018361142,0.0016853807,0.0008494055,0.00096294575
